datetime,city,state,country,shape,durationMinutes,comments,,
12/27/2011,edwards,co,us,light,5 min.,3 ufo&quot;s 10-15 miles apart looked like stars crisp light changing color moving slow and steady west south west,,
12/28/2011,beacon,ny,us,diamond,30-40 seconds,Huge and hanging right over the bridge entrance,,
12/28/2011,herculaneum,mo,us,cylinder,less than 60 seconds,Teen daughters saw cylindar shape object with landing legs protruding from bottom&#44 with silver metallic reflection.,,
12/28/2011,chattanooga,tn,us,light,30 minutes,Four family members witnessed some 14-18 bright yellow/orange lights move slowly over city,,
12/28/2011,chattanooga,tn,us,fireball,15-20 minutes,Four glowing orange orbs float over the city,,
12/28/2011,lahaina,hi,us,circle,30,Round light red circle with scanner like red beaming down,,
12/28/2011,maricopa,az,us,fireball,45 minutes,I saw 3 objects that hung around for the full time&#44 It affected my car gauges.,,
12/28/2011,rocky mount,nc,us,formation,20 minutes,Four orange light formation moving slowly across the sky in eastern north carolina.,,
12/28/2011,topeka,ks,us,triangle,1 min,A triangle shape object flew across the sky  while I was taking my dog outside.,,
12/29/2011,midlothian,va,us,circle,20 min,Ball of lights very far out in the AM sky over 23112,,
12/29/2011,austin,tx,us,fireball,30 seconds,Have green have red ball of light for 30 seconds,,
12/29/2011,austin,tx,us,cigar,25-45 seconds,Rotating Object Moves Across the Austin Sky,,
12/29/2011,studio city,ca,us,triangle,1:30 sec,3 Orange round spheres&#44 with hot white looking centers with what appeared to be a shutter&#44  they flew in triangular formation.,,
12/29/2011,jacksonville,fl,us,light,45 minutes,A light hovered in the sky two nights&#44 moving back and forth.,,
12/29/2011,portsmouth,nh,us,light,5 minutes,Moving groups of lights,,
12/29/2011,cedar falls,ia,us,light,10-15 minutes,Bright golden light seen twice on the same road to home.,,
12/29/2011,new cumberland,wv,us,disk,20:10-0600,At the cloud line height blue and red lighted object zips crazily about inside of a 20 degree area at a 70 degree angle upward facing n,,
12/29/2011,douglas,ma,us,light,3 seconds,Green light crosses sky at very fast pace.,,
12/29/2011,arcadia,ca,us,light,2 seconds,Green flash of light over Arcadia&#44 California.,,
12/29/2011,los angeles,ca,us,unknown,1 minute,Flickering amber mass with erratic darting movements.,,
12/29/2011,moncks corner,sc,us,light,2 seconds,A bright point of white light in the night sky that shot off into the horizon faster than anything I&#39ve ever seen.,,
12/29/2011,leland,nc,us,sphere,around home,I stand in my yard 6days ago and what i thought was a bright star was a sphere with lights goind around it lightly colors and the spher,,
12/29/2011,morrisville,nc,us,light,1 minute,Ball of blue light moving very quickly,,
12/30/2011,corydon,in,us,triangle,15 minutes,Multiple triangular aircraft&#44 white red and orange lights. low flying&#44 super quiet&#44 not fast,,
12/30/2011,north pole,ak,us,triangle,8 min,Triangle shaped&#44 orange and yellow light. moving in erratic behavior for about  8 min.,,
12/30/2011,zachary,la,us,other,6 minutes,4 low hovering changing lights in the sky,,
12/30/2011,augusta,nj,us,formation,20 mins,Orange and some red object in some formation&#44 quickly disappearing into the atmosphere,,
12/30/2011,orlando,fl,us,fireball,5 min.,Red-Orange fireball passing over Orlando on Dec 30th 2011,,
12/30/2011,morongo valley,ca,us,fireball,1 seconds,A big bright ball of fire traveling at low altitude in the mid-evening.,,
12/30/2011,yankton,sd,us,triangle,3 minutes,5 lights seen to the north of Gavin&#39s Point Dam near Yankton.  group of 3 joined by 2 additional,,
12/30/2011,fayetteville,nc,us,light,~10 min,Reddish/orange object in sky in Fayetteville&#44 NC,,
12/30/2011,san francisco,ca,us,sphere,1 minute,Red orb light hovers over couple in San Francisco&#44 CA 12/30/2011,,
12/30/2011,richmond,ky,us,cigar,30sec,Two solid lights about 100 feet in the air over a field.,,
12/31/2011,fort erie (niagara) (canada),on,ca,light,2 minutes,Green on and off light with no craft associated moving faster than any jet plane can go &amp; direction change.,,
12/31/2011,marysville,wa,us,light,15 minutes,6 orange lights south of marysville&#44 Wa.,,
12/31/2011,spokane,wa,us,fireball,2 minutes,2 fireball like lights&#44silent.south to north.,,
12/31/2011,shrewsbury,nj,us,circle,10-15 seconds,Reddish-orange light that slowly disappeared,,
12/31/2011,el cerrito,ca,us,light,several hours,Dancing triangular light formations over California Bay Area,,
12/31/2011,acme,mi,us,sphere,3 mins,Five orange orbs seen 6:30 pm 110 miles north of Traverse City MI,,
12/31/2011,bishopville,sc,us,diamond,4 hrs,Strobe-like blue&#44white&#44 green&#44 and red lights east of SC&#44 MP108 I-20.  ((NUFORC Note:  Possible sightings of stars or planets??  PD)),,
12/31/2011,el cerrito,ca,us,triangle,3 hours,Triangular and two-light formations seen over the California Bay Area.,,
12/31/2011,marysville,wa,us,fireball,3+ hours,Bright orange object in the northern sky moved and was joined by another similar object; both moved away after 3+ visits.,,
12/31/2011,moore,sc,us,diamond,2 minutes,Bright glowing object appearing as if it was on fire moving slowly and very low in the sky,,
12/31/2011,auburn,ca,us,sphere,10 seconds,Two large orange colored lights over the Auburn skies at night,,
12/31/2011,kenosha,wi,us,fireball,3 seconds,Fireball descends and Pops over Kenosha,,
12/31/2011,elgin,sc,us,light,1 minute,Bright orange light moving slowly across sky in SC.,,
12/31/2011,medford,or,us,unknown,5 minutes,Orange-red ball of light with jerky movements going North&#44 then South&#44 then West and vanishing over the skies of Medford&#44 OR.,,
12/31/2011,st. charles,mo,us,light,3 to 5 minutes,MO INVESTIGATORS GROUP:  All of a sudden about 6 more appeared and were flying in the same dir. as they were following the other 5.,,
12/31/2011,scottsdale,az,us,disk,45 seconds,Scottsdale,,
12/31/2011,alton bay,nh,us,sphere,2 min.,7 orange spheres seen flying South East from Alton to Seacoast,,
12/31/2011,cedaredge,co,us,sphere,7 sec.,A large&#44 greenish swirling light moved east to west across  the night sky&#44 disappearing behind Grand Mesa.,,
12/31/2011,el cajon,ca,us,circle,20 minutes,A white bright&#44 close by light hovering in the sky. They are still there right now.,,
12/31/2011,wellton,az,us,fireball,8 to 10 seconds,Blue Green Glow,,
12/31/2011,cottonwood,az,us,fireball,a few seconds,A large green ball of light with a yellow then white tail then nothing&#44 appeared low in the sky.,,
12/31/2011,albuquerque,nm,us,diamond,10 seconds,Cyan color diamond shape glowing object outskirts west of Albuquerque NM.,,
12/31/2011,sedona,az,us,triangle,30-45 seconds,I was facing N NE 34 51&#8217;52.16N 111 47&#8217;38.39W   elevation 4436 ft The object came from the NE directly NW till it was gone,,
12/31/2011,flagstaff (south of),az,us,sphere,5 secs,New Year&#39s Eve 2011 UFO sighting around 8:30 pm south of Flagstaff&#44 Arizona,,
12/31/2011,lyman,ut,us,unknown,5 sec,Bright green flying light,,
12/31/2011,birmingham,al,us,circle,10-15 seconds,Red circular object travelling at high rate of speed,,
12/31/2011,cowpens,sc,us,fireball,5-10 sec,Fireball over sc,,
12/31/2011,avinger,tx,us,oval,2 minutes,We witnesed a reddish&#44 paper lantern shaped object moving through the sky&#44 about 20 degrees above the horizon.,,
12/31/2011,queen creek,az,us,oval,3-4 sec,Oval object&#44 fast moving with a light green tail. also radiating a white halo&#44 came from the eastern sky and flew westward,,
12/31/2011,san francisco,ca,us,light,10-15 seconds,New years eve UFO sight over San Francisco,,
12/31/2011,roseburg,or,us,light,3 minutes,Three lights were seen&#44 forming a triangle.,,
12/31/2011,brusly,la,us,teardrop,2 minutes,Orange&#44 out of the ordinary shape object in the sky&#44 lasting a few minutes and looks like nothing I have ever seen before&#33,,
12/31/2011,jensen beach,fl,us,light,15 seconds,Three red dots in triangle formation,,
12/31/2011,orlando,fl,us,light,5 mins,Around 3 groups of 4 light pale lights&#44 just like small stars&#44 doing some formation and disappearing in a dark sky,,
12/31/2011,eugene,or,us,fireball,30 seconds,One orange glow traveling west at a steady speed,,
12/31/2011,port richey,fl,us,fireball,ten minutes,Bright Orange Sphere wobbling while Bright White Led Looking Light remains constant nearby.,,
12/31/2011,scarborough,me,us,light,1 minute,Witnessed 4 orange lights&#44 3 equidistant apart and the 4th light set apart and all travelling low/slow in the night sky and dissapeared,,
12/31/2011,port saint lucie,fl,us,oval,25min,Bright Orange Flame like Orbs in the sky over Port Saint Lucie Florida,,
12/31/2011,wellington,fl,us,formation,10 min,Orange Lights - 13 in formation over Lake Wellington,,
12/31/2011,norwich,vt,us,teardrop,5 min.,Tear drop lights sighting in Pompanoosic/Norwich&#44 VT&#44 area New Year&#39s Eve.,,
12/31/2011,kennebunk,me,us,light,3 minutes,2 bright orange irregular lights moving slowly&#44 with no sound&#44 into a fog bank over the ocean.,,
12/31/2011,mooresville,nc,us,light,90 seconds,Four lights traveling south with two lights flying between them.,,
12/31/2011,duck,nc,us,oval,45 seconds,3 red globes entered sky from northwest&#44hovered appprox 15 seconds&#44 rapidly disappeared into south sky,,
12/31/2011,gainesville,fl,us,circle,5 minutes,15 disc shaped&#44 silent&#44 slow moving &#44 orange lighted craft slowly changing formation was seen by 10 witnesses 12/31/2011 11:45pm,,
12/31/2011,sarasota,fl,us,oval,ten minutes,Orange-Red spherical oblong shaped craft flying in formation above DUI checkpoint shortly before New Year&#39s eve.,,
12/31/2011,seattle,wa,us,circle,5 minutes,8-10 orange UFO&#39s sited New Years Eve&#44 just before midnight in Seattle.,,
12/31/2011,pasadena,ca,us,circle,5 minutes,Two orange bright circular objects kept going back and forth in the sky&#44 then disappeared&#44 when the clock hit 12 and it was new years.,,
12/31/2011,venice,fl,us,oval,5 minutes,Right before the firework display started at the beach we(my kids and I) were looking up in the sky from the peer at the stars and we s,,
12/31/2011,imperial,mo,us,oval,20 mins,Three glowing lights and one trianguler craft,,
12/31/2011,mesa,az,us,circle,2-5 min,Mulitple lights seen over Mesa&#44 Az New Years 2012,,
12/31/2011,anderson,ca,us,formation,10 minutes,Orange orbs seen in Anderson&#44 CA.,,
12/31/2011,anderson,ca,us,light,5-7 minutes,Moving lights that changed colors and sped away at a high rate of speed.,,
1/1/2012,farmingdale,ny,us,circle,5 minutes,Approx. 9 orb crafts flying in groups go 3 in v formation over farmingdale ny airspace at midnight on near years day,,
1/1/2012,high ridge,mo,us,other,few minutes,Reddish orange silent orb on new years eve 2012 Missouri,,
1/1/2012,phoenix,az,us,oval,3 minites,Red orb.,,
1/1/2012,sykesville,md,us,circle,1 hour,Weird orange/red balloon lights on New Year&#39s Eve in Syskesville,,
1/1/2012,anchorage,ak,us,light,about 1.5 minutes,New Years morning 2012. 5 lights by southern mountains outside Anchorage&#44 AK,,
1/1/2012,seattle (northgate),wa,us,oval,3.5 min,Big amber oval seen traveling north over Peugot Sound just after midnight?,,
1/1/2012,tulalip,wa,us,oval,30 secodns,Craft appeared to be an oval light&#44 red and yellow&#44 silently drifting over Port Susan&#44 Wa.,,
1/1/2012,marietta,ga,us,light,10 minutes,Three orange lights in sky on New Year&#39s Eve in Marietta&#44 GA,,
1/1/2012,round rock,tx,us,circle,3 minutes,7 bright&#44 reddish-orange orbs seen flying in a row,,
1/1/2012,bonita springs,fl,us,fireball,3 minutes,Orange ball of light moving horizontally through the sky towards the Gulf of Mexico.,,
1/1/2012,la mesa,ca,us,fireball,1 min,Mr. Davenport&#44  On Jan. 1&#44 2012&#44 as I went outside to listen to the gunfire and people celebrating (1205am)&#44 I saw 4 orange&#44 almost red,,
1/1/2012,la mesa,ca,us,oval,90 seconds,4 round orbs&#44 hovered for about 90 seconds&#44came from behind a tree in front yard&#44 they were orange/red&#44 then faded out.,,
1/1/2012,bakersfield,ca,us,sphere,4 minutes,2 orange fireball&#39s over Bakersfield&#44CA,,
1/1/2012,la crosse,wi,us,circle,10 min,8 bright orange orbs flying horizontally southbound across east sky in seen from La Crosse&#44 Wisconsin 1/1 12,,
1/1/2012,mena,ar,us,circle,1 1/2 minutes,1/1/12 at 12:01 a.m. It was round with a black center and a red circle around it  Mena Arkansas,,
1/1/2012,port charlotte,fl,us,changing,15 minutes,Port Charlotte Florida large procession of lights in various colors moves slowly in a loose&#44 linear formation.,,
1/1/2012,lake stevens,wa,us,light,5 minutes,Red light flew up quickly&#44hovered&#44moved slowly north&#44 then west,,
1/1/2012,jacksonville beach,fl,us,light,4 minutes,Saw  a red light pass over us,,
1/1/2012,chicago,il,us,circle,3 min,Red Flying object over lake shore Dr&#44 Chicago&#44 IL,,
1/1/2012,anderson,ca,us,disk,45 minutes,11 pulsing lights were seen by 7 witnesses&#44 the lights would go out to become discs.,,
1/1/2012,barrie (canada),on,ca,circle,2-3 minutes,Orange orbs in triangle formaton spotted slightly after 2012 new years countdown.,,
1/1/2012,burlington,vt,us,light,5,2 orange lights moveing northward viewed by 3 residents,,
1/1/2012,burlington,vt,us,light,2 minutes,2 bright orange balls of light in sraight perpendicular formation moving away at great speed.,,
1/1/2012,gastonia,nc,us,triangle,6 minutes,Very very strange anomoly of many flying objects&#44 very close together&#44 large in numbers&#44 and dissappearing into nowhere.,,
1/1/2012,layton,ut,us,unknown,20 minutes,15+ Lights seen on the Wasatch mountain range,,
1/1/2012,loveland,oh,us,light,15 minutes,Line of red/orange lights travel northeast&#44 making no sound.,,
1/1/2012,south jordan,ut,us,triangle,8 min,Triangular shaped object with orange glow moving very slowly.,,
1/1/2012,st. john&#39s (canada),nf,ca,unknown,8 min,http://t.co/wZ1IxNKC,,
1/1/2012,sykesville,md,us,circle,5 minutes,Three glowing red lights moving slowly over Sykesville&#44 MD.,,
1/1/2012,somerville,ma,us,oval,4-5 min,Saw  6-Orange and yellow in color oval objects in the sky for 4-5 min.,,
1/1/2012,miami,fl,us,flash,60 sec,Red flashing flotilla in rectagular formation seen in Western sky of Miami&#44 FL at 12:25am on January 1st&#44 2012.,,
1/1/2012,new york city (brooklyn),ny,us,fireball,45 seconds,Bright orange ball over Brooklyn,,
1/1/2012,bowie,md,us,light,3-5 minutes,Orange/pinkish lights seen by 6 people seen in Bowie&#44 MD,,
1/1/2012,louisville,ky,us,fireball,15-20 mins,Red/Orange fireballs over Louisville&#44 KY&#44 USA on New Year&#39s 2012,,
1/1/2012,new york city (brooklyn),ny,us,fireball,2 min,This was something I have seen before...... Often talk bout it to the fam they say I&#39m,,
1/1/2012,tampa,fl,us,fireball,3 min,Amber ball with tail,,
1/1/2012,belgrade,mt,us,circle,3 minutes,We saw a strange looking orange light in the sky.  It was moving slowly in the sky then stopped.  The light then remained still for app,,
1/1/2012,kingston,tn,us,light,30 mins,16 Amber Lights Flying in a Straight Line Over Tennessee.,,
1/1/2012,ponte vedra beach,fl,us,light,5 minutes,Orange lights traveling in sequence/formation as never seen before.,,
1/1/2012,ponte vedra,fl,us,unknown,5 min,18 lights in a row moving slow then upward fast,,
1/1/2012,wellington,fl,us,fireball,20,Red pulsating orb appears i drive under it and it goes out.,,
1/1/2012,norfolk,va,us,egg,20,Red and white lights flashing egg  shape object making zig zag circular movement,,
1/1/2012,cape canaveral,fl,us,sphere,2 minutes,Two glowing red spheres seen at low altitude,,
1/1/2012,henderson,nv,us,triangle,3 or 4 seconds,I went out back to smoke a cigarette an noticed three lights the size of stars moving in sync from right above me traveling from south,,
1/1/2012,winder,ga,us,triangle,short,Unmanned&#44 rear engine&#44 gas powered drone&#44 New Years Day&#44 Winder Georgia.,,
1/1/2012,wapato,wa,us,other,1 min,Formation changed from straight line to rhombus solid orange light &#44orbs were individual in nature,,
1/1/2012,elkton,md,us,diamond,4 minutes,((HOAX??))  Abduction.,,
1/1/2012,salt lake city,ut,us,circle,5 min utes,Red-ish orange &quot;orb&quot; thrree even spaced and asended to unknow altitudes,,
1/1/2012,yuba city,ca,us,light,10 minutes,Reddish orange lights on New Year&#39s morning,,
1/1/2012,lynchburg,va,us,light,5-7 minutes,About 10 minutes into the New Year a slow moving orange ball of light was observed with no sound nor was there any flashing lights,,
1/1/2012,pittsburgh,pa,us,unknown,5 minutes,Five high-flying objects in a row with bright red lights over Pittsburgh.,,
1/1/2012,state college,pa,us,circle,1 minute,3 orange circles in sky over central pa,,
1/1/2012,south san francisco,ca,us,light,less than 30 seconds,A circular light in the sky moved horizontally then vanished,,
1/1/2012,deming,nm,us,unknown,18:04,Black&#44 hovering object over the mountains of New Mexico,,
1/1/2012,redondo beach,ca,us,light,1 minute,Light shots across sky before taking off at a extraordinary speeds out to space.,,
1/1/2012,cocoa,fl,us,light,30 seconds,Red glowing lights in the Cocoa Sky,,
1/1/2012,west sacramento,ca,us,cylinder,2 minutes,Unknown craft heading Southeast from the Northwest at approx 5 thousand feet..reflecting lite only..no apparent onboard lighting,,
1/1/2012,anchorage,ak,us,sphere,5 min,Five glowing lights traveling at slow speeds without engine noise.,,
1/1/2012,walla walla,wa,us,sphere,15 min,Three UFOs spotted over Walla Walla WA. on new years day by five witnesses.,,
1/1/2012,north canton,oh,us,fireball,15 minutes,4 flame/ fireball shaped lights slowly passed over us while driving. Pulled over to get a good idea of how fast they were moving and to,,
1/1/2012,louisa,ky,us,light,5 min,2 lghts hovering over  house,,
1/1/2012,hicksville,ny,us,cylinder,25 seconds,Fast flying UFO with no wings and two halo lights spotted on long island.,,
1/1/2012,hicksville,ny,us,light,20-30 seconds,Two bright lights moving smoothly with fast speed and no sound curving out of sight.,,
1/1/2012,folly beach,sc,us,cylinder,10 sec.,Orange light with red outline moving north,,
1/1/2012,university place,wa,us,sphere,2 min,Brilliant flickering orange sphere flies over&#44 then hovers and then shoots straight up punching hole through clouds.,,
1/1/2012,houston,tx,us,circle,less then a minute,2 dark stealthy orbs silently cruised above Houston while rotating around each other,,
1/2/2012,bogalusa,la,us,unknown,15 min,Observed a flying light with on sound,,
1/2/2012,brooks (canada),ab,ca,cigar,1 min,Floating Barge seen near Suffield Air Base Alberta Canada Jan. 02. 2012,,
1/2/2012,glendale,ca,us,circle,picture,UFO`S with B2 Bomber.  ((NUFORC Note:  Two unidentifiable objects in photo&#44 but possibly birds&#44 we believe.  PD)),,
1/2/2012,saint francis,mn,us,changing,20-30 minutes,I saw around 3 unknown objects dancing in the sky.,,
1/2/2012,colorado springs,co,us,light,30 seconds,Observed a solid white light moving at great speed in a south east direction.,,
1/2/2012,oxnard,ca,us,rectangle,40 mins,I was walking and conversing with the UFO crafts wile walking on the beach  blasting the ocean water in coming wave increasing  height,,
1/2/2012,san francisco,ca,us,unknown,75 seconds,A light in the sky flying in a zigzag formation that disappeared after a minute or so.,,
1/2/2012,reno,nv,us,changing,40 mins,Craft changing color and direction over Reno&#44NV.,,
1/2/2012,torrance,ca,us,unknown,2 minutes,Flying object with flashing lights &#44 traveling at great speed&#44 observed flying NW and returning to point of origin.,,
1/2/2012,kihei,hi,us,light,2 min,Bright amber lights seen over Kalama Park in Kiehi&#44 Maui,,
1/2/2012,rincon,ga,us,triangle,5 min,A large&#44 black boomerang shaped air craft (no engine noise) with 3 light yellow lights&#44  was hovering over Southern Rincon 3 to 5 minut,,
1/2/2012,beardstown,il,us,triangle,4 minutes,There was a triangular shape with three red/orange lights hovering over Beardstown on the west end&#44 seemed to be moving very slow&#44 no s,,
1/2/2012,binghamton,ny,us,oval,10 min,Unknown craft moving over Binghamton,,
1/3/2012,hudson falls,ny,us,sphere,2-3 minutes,Sphere like object flashes and shoots straight up.,,
1/3/2012,eufaula,al,us,light,7 minutes,Blinking light in the southern sky,,
1/3/2012,doylestown,pa,us,circle,5 seconds,Over Doylestown&#44Pa.  a Large red fireball moving west to east in the sky&#44 no sound&#44,,
1/3/2012,levittown,ny,us,unknown,10 seconds,Bright lights in a single row. Flying over Long Island&#44 New York.,,
1/3/2012,binghamton,ny,us,fireball,3 minutes,Round fireball object witness in Binghamton&#44 NY,,
1/3/2012,ashtabula,oh,us,rectangle,3 minutes,As large as the mall it came from the south and went north it had no lights and no sound it was right over the 40/60 foot trees i seen,,
1/3/2012,homeland,ca,us,oval,1 hr.,Multi-colored object sighted in night sky,,
1/3/2012,clemmons,nc,us,circle,5 minutes,Hovered&#44 grew brighter then disappeared.,,
1/3/2012,watsonville,ca,us,disk,5 min,Large gray craft in Watsonville CA.,,
1/3/2012,oswego,il,us,sphere,1 hour,Oswego&#44 IL lights in sky&#44 possible disc,,
1/3/2012,west palm beach,fl,us,circle,30 sec,It&#39s now 521pm: 10 minutes ago while walking my schnauzer baron&#44 I saw a dark disc that looked completely out of place.,,
1/3/2012,arnold,mo,us,circle,2-3 seconds,A single bright white dot appeared&#44 remained stationary for fraction of second&#44 then shot off at incredible speed in a stream of light,,
1/3/2012,nowata,ok,us,light,four min,Blueish white ball seen by me .,,
1/3/2012,meriden,ct,us,diamond,30 mins,Bright flickering star shaped UFO over Meriden&#44CT  ((NUFORC Note:  Star or planet??  PD)),,
1/3/2012,marengo,il,us,unknown,5 minutes,6-10 lights moving in the distance,,
1/3/2012,lovington,nm,us,other,about 1 hr,Rectangle boxes in form of a train&#44 varrying colors. Red and white hovering dots above and on the sides. Suddenly dissapears in 1hr.,,
1/3/2012,buford,ga,us,unknown,15 minutes,My husband was leaving to run an errand around 7:30 p.m. and noticed this bright light in the sky that was not moving.  At first he tho,,
1/3/2012,la jolla,ca,us,circle,3-5 min,Orange glow in the night sky turns out to be a round grey saucer once the glow went out,,
1/3/2012,weston,fl,us,fireball,1-2 minutes,Orange fireball in the north sky,,
1/3/2012,council bluffs,ia,us,light,2 hours,Lights moving in a circular motion,,
1/3/2012,holts summit,mo,us,disk,1 minutes,2 sightings same craft as many times previously&#44 one year apart.,,
1/3/2012,chrisney,in,us,oval,1 min,Gray metallic looking object  with multiple colors around  the edges &amp; a transparent red haze around it&#44 moving rapidly 1/3/12 @10:30p,,
1/3/2012,casa grande,az,us,sphere,10 minutes,I was about 2 miles from the Casa Grande Airport. I was facing West and that&#39s when I noticed these lights bouncing around in the dark.,,
1/3/2012,elizabeth city,nc,us,triangle,4 mins,Out for a smoke&#44 noticed the triangluar shaped craft about a mile up in sky that made sudden turns and reversed unlike any aircraft .,,
1/4/2012,big sur,ca,us,unknown,15 min,Slow moving&#44 silent large blinking red light less than 1/2 mile from me heading south over Pacific Ocean.,,
1/4/2012,shreveport,la,us,oval,11 minutes,1st  at 6:13 a.m.&#44 Shreveport&#44 LA.  2nd  6:15 a.m.&#44  3rd sighting&#44 6:19 a.m. Slow moving&#44 no noise&#44 oval&#44 we think&#44 red &amp; white lights,,
1/4/2012,richfield,wi,us,unknown,15 minutes,Thought I was photographing Chemtrails.Then comes the 90 degree turn. Wild This was over South East Wi. Toward Mitchel field around,,
1/4/2012,babson park,fl,us,circle,12 min,8 round objects with all yellowlights rising straight up in a diagional formation,,
1/4/2012,bonner,mt,us,unknown,15 seconds,Light seen moving north east over I-90 at cloud level between Bonner and Potomac.,,
1/4/2012,mcminnville,tn,us,unknown,in progress,Color changing object observed over/near cattle who were going crazy.,,
1/4/2012,moreno valley,ca,us,light,2 minutes,Solid light traveled across the night sky over Moreno Valley&#44 CA.,,
1/4/2012,arnold,mo,us,other,about 2 hours,Static UFO deploying multiple UFO &#39Scouts&#39?,,
1/4/2012,janesville,ca,us,unknown,2 minutes,Object with red&#44 white and blue lights underneath craft flashing in random order hovered over mountain top observed for 2 minutes.,,
1/4/2012,selden,ny,us,diamond,15 minutes,Triangular hovering unknown &quot;tracked&quot; by multiple craft,,
1/4/2012,keene,nh,us,cone,4 hours,Light blue craft floating in circle in keene nh with orangish craft sited,,
1/4/2012,hazel green,wi,us,circle,3 mins,White lights over Wisconsin.,,
1/4/2012,lovingston,va,us,light,5 seconds,Glowing green UFO in Virginia,,
1/4/2012,wichita,ks,us,light,15 min.,Red light dropping balls of light.,,
1/5/2012,newtown,ct,us,light,40 minutes,Hovering&#44 flickering light in the sky that moved erratically,,
1/5/2012,maple city,mi,us,egg,40 minutes,I saw a round object&#44 come over the top of my house&#44 making a strange humming sound and the object was bright white&#44 with a yellow dot,,
1/5/2012,wytheville,va,us,triangle,10 seconds,Low flying object with alot of lights.,,
1/5/2012,portland,or,us,fireball,3 secs.,Huge ufo breaks thru cloud break on its course to?,,
1/5/2012,kennebunk,me,us,sphere,3 seconds,Green orb fell from sky. Seen while traveling down 95S by the kennebunk exit.  ((NUFORC Note:  Possible meteor??  PD)),,
1/5/2012,rio rancho,nm,us,unknown,few minutes,A long beam of light extending from a light in the sky towards the earth&#44 which disappears suddenly.,,
1/5/2012,bend,or,us,light,10 seconds,Green light with blue glare moving steadily from south west to west.,,
1/5/2012,pelion,sc,us,fireball,4-5 minutes,2 Orange/Red Balls&#44 Flying Low&#44 No Sound,,
1/5/2012,rich hill,mo,us,light,10 minutes,MO INVESTIGATORS GROUP REPORT:  We had set about an hour and i noticed a strange light above the tallest hill in the river bottoms.,,
1/5/2012,gardner,il,us,light,8 minutes,Unexplained bliking lights in Illinois.,,
1/5/2012,plainfield,ct,us,light,15-20 minutes,Eastern CT - orange lights in the sky,,
1/6/2012,dexter,mo,us,circle,2:00,White&#44 Blue and Red Flashing Light In Sky Over Dexter&#44 MO,,
1/6/2012,hickory,nc,us,cigar,15 minutes,Large cigar shaped craft floating over Hickory.,,
1/6/2012,tucson,az,us,light,5 to 10 seconds,In Tucson Az I saw a point of light moving over the Catalina Mountains. It appeared to be rotating or tumbling. It was about 9:05 Am&#44,,
1/6/2012,tucson,az,us,oval,10 secs,Pure white oval object seen at the Catalina Mountain Range&#44 Tucson&#44 Az. 01/06/12,,
1/6/2012,taylor,mi,us,fireball,2min,Red fiery object witnessed by 3 adults.,,
1/6/2012,walden,ny,us,other,20 seconds,Silent rotating dazzling object in low altitude with spiral trail.,,
1/6/2012,new york city (queens),ny,us,fireball,15 seconds,While standing on the broad channel train station platform looking north i observed 40 -50 ufo&#39s (fireballs) traveling in military like,,
1/6/2012,rydal,pa,us,triangle,3 minutes,Low flying triangle over Valley Road in Rydal&#44 PA.,,
1/6/2012,seminole,ok,us,circle,3 minutes 20 seconds,Silver ball shaped object near jet&#44 moved in opposite direction of jet&#44 blinked like a star&#44 heavy jet traffic,,
1/6/2012,saint george,ut,us,other,4 minutes,Lights followed by massive&#44 round silhouette.,,
1/6/2012,norwood,ma,us,triangle,2 minutes,Strange Object Flying Over Norwood,,
1/6/2012,blanford,in,us,disk,11/6/12 to now,Bigger  than Roswell&#44 UFOs have been flying in the day and night sky over Blanford&#44 IN. for 11 months.,,
1/6/2012,homestead,pa,us,light,3 hours,UFO sighting lasts three hours followed by air force jets and black silent no light helicopters.,,
1/6/2012,las vegas,nv,us,light,45 seconds,Light west of Las Vegas&#44 NV,,
1/6/2012,weyers cave,va,us,triangle,about an hour,Triangle Aircraft With Bright Lights,,
1/6/2012,millwood,ga,us,disk,:60,Two objects over millwood georgia . They were lit up with several distinct orange lights. They disappeared with no trace for about ten,,
1/6/2012,north port,fl,us,circle,40 mins,Possible UFO landing in North Port Floria,,
1/6/2012,boonville,mo,us,unknown,10 minutes,...the red lights were actually hovering over the truck stopped in the middle of Hwy 87.,,
1/6/2012,fruita,co,us,light,15 mins,Saw 5 lights or glowing orange yellow and red orbs lights you could say for about 15 mins,,
1/6/2012,clinton,ms,us,flash,3 mins.,UFO&quot;s are real but MUFON is not,,
1/6/2012,gilmore city,ia,us,disk,8:00=8:45,Red/blue flashing disc in se sky. about 65 degrees   just sitting there.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),,
1/6/2012,wake forest,nc,us,light,5 minutes,5 red/orange lights high up in the sky moving east above target in wake forest nc,,
1/6/2012,charlotte,nc,us,light,1-2 minutes,3 Glowing Orbs glide across the night sky in triangle shape.,,
1/6/2012,kalispell,mt,us,rectangle,6 to 10min,Sighting of three craft over Kalispell MT&#44 in a triangle flight pattern.,,
1/6/2012,mesa,az,us,sphere,2 minutes,3 orange globes hovering in the sky,,
1/6/2012,vancouver,wa,us,fireball,8 - 12 minutes,2 then 1 fireball that changed from white to yellow&#44 orange&#44 red&#44 &amp; blue moving over battle ground to washougal and on to Mt. Hood.,,
1/6/2012,cottonwood,az,us,light,half hour,MYSTERIOUS LIGHT over southern portion of MINGUS MT,,
